,asin,helpful,overall,reviewerID,unixReviewTime
1184,157252409X,"[0, 0]",5,A323N8LJZX5J4I,1384819200
1185,157252409X,"[0, 0]",4,A2JUSQGSTVF9WS,1380844800
1186,157252409X,"[1, 6]",4,A1KY6YNK2D63MU,1198886400
1187,157252409X,"[0, 0]",5,ADIRWDDV7RCOU,1358553600
1188,157252409X,"[0, 2]",5,A9Q28YTLYREO7,1105142400
1189,157252409X,"[8, 8]",5,A3RNP5X8ZGZIEI,1232064000
1190,1573300195,"[0, 0]",3,A1JMQRMQ2XOYXW,1393545600
1191,1573300195,"[2, 3]",5,A3RZR8VGIQS68Z,1124409600
1192,1573300195,"[10, 10]",5,A24ZFFRQ4MG3XL,1125792000
1193,1573300195,"[4, 4]",5,A38GSIP94KOIB4,1127520000
1194,1573300195,"[0, 0]",5,A383EZP83IOTN7,1192060800
1195,1573300195,"[5, 9]",5,A35WBN3I2U674K,1060732800
1196,1573300357,"[27, 27]",4,A2E1EFNIZL2FVA,1049846400
1197,1573300357,"[8, 11]",2,A2I4HAUMT6PCJS,994118400
1198,1573300357,"[2, 3]",2,A1HG2DOSBZEX4I,1195257600
1199,1573300357,"[0, 0]",5,A3K11UINSYK9J3,1376611200
1200,1573300357,"[20, 21]",5,A2YY6XVC5QD149,963187200
1201,1573300357,"[1, 1]",5,A3USRUCHAOC3MT,1174348800
1202,1573300357,"[0, 0]",5,A3L28UZKNTDV0I,1400544000
1203,1573300357,"[0, 4]",3,A2EX1F7DFNK6G,1140393600
1204,1573300357,"[0, 0]",5,A2W8C6B03IYGDA,1403568000
1205,1573300357,"[0, 0]",5,A1SDCLHWYKA9UO,1382054400
1206,1573300357,"[0, 0]",5,A2K5AM38NR0Y7E,1378684800
1207,1573300357,"[9, 10]",5,A1VPMHKWJICPHI,1095897600
1208,1573300357,"[0, 0]",1,AHJ32ILEOSVKD,1381363200
1209,1573300357,"[6, 6]",5,AP32HN9L59EML,1111276800
1210,157330039X,"[1, 1]",5,A37N8F0IVS2SRG,947376000
1211,157330039X,"[18, 18]",5,A2XB8587YAPYXX,1079481600
1212,157330039X,"[0, 0]",5,A1CYIM0X6GK03A,1339027200
1213,157330039X,"[2, 2]",5,A2RWGW6TGUX7E5,1329955200
1214,157330039X,"[0, 0]",5,A19ELFMMKB83HC,1279324800
1215,157330039X,"[0, 0]",5,A4DVF04KIYLAB,1373241600
1216,157330039X,"[11, 11]",5,A3K3KSSCPHBTPV,945388800
1217,157330039X,"[0, 0]",5,A1GSJ4TMAE2MYC,1355529600
1218,157330039X,"[0, 0]",5,A3O0DKBN1Z2DG1,1372809600
1219,1573300403,"[2, 2]",5,A2CRWXTXO2C4I,1249948800
1220,1573300403,"[29, 29]",5,A1AH5W2V9VE6F,1246147200
1221,1573300403,"[2, 3]",5,ALBBQ185G7AQT,1272326400
1222,1573300403,"[3, 4]",5,A3GGZVR1I4U907,1066176000
1223,1573300403,"[13, 14]",5,A2GANR9I6XHTU9,1073520000
1224,1573300403,"[6, 7]",5,A3HU0B9XUEVHIM,1247097600
1225,1573300403,"[2, 8]",5,A1IKOYZVFHO1XP,1089158400
1226,1573300403,"[1, 1]",5,A2YPPRRB1UC1M5,1256515200
1227,1573300403,"[0, 2]",2,A34GAJBZQW6IT7,1326499200
1228,1573300403,"[0, 0]",5,A36AL809OXAZ1B,1387670400
1229,1573300403,"[9, 9]",5,A18GAOV7LWVVS5,1120780800
1230,1573300403,"[2, 3]",5,A1MTFZYO9E5G6H,1287446400
1231,1573300403,"[1, 1]",5,ATOGMC2TTUCJA,1300492800
1232,1573300403,"[2, 2]",5,A1VVFPPH19XDDU,1250899200
1233,1573300403,"[1, 1]",4,AI1AGZ1Y4VCJ5,1253664000
1234,1573300403,"[2, 3]",5,AW7CV7F94ULDU,1071792000
1235,1573300403,"[9, 10]",5,A3O5TB7CXUZLE8,1127520000
1236,1573300403,"[0, 4]",4,A3KNJUIKSQ9CM8,1266451200
1237,1573300403,"[308, 321]",5,A351JCJRF3ML1A,987379200
1238,1573300403,"[1, 3]",3,A1YG0WKFWO0VR2,1292889600
1239,1573300403,"[0, 1]",5,A32MZZ6LEZCGRL,1356566400
1240,1573300403,"[1, 1]",5,A2OKCS5234ZV7S,1258675200
1241,1573300403,"[2, 2]",4,A2S7JPWHN7P8AX,1257638400
1242,1573300403,"[0, 1]",3,A2VR0UH2AQMEJV,1249344000
1243,1573300403,"[3, 3]",4,A1B350OHYHQTGX,987897600
1244,1573300403,"[1, 1]",5,A1IMVTN5YSATQ8,1250553600
1245,1573300403,"[1, 1]",5,A284SWRJ8Y3D6B,1249776000
1246,1573300403,"[1, 1]",5,A2E79NGNES9V60,1259971200
1247,1573300403,"[1, 1]",5,A1WH6EYAG4U9AE,1259366400
1248,1573300403,"[1, 1]",5,A3CTUXHNCVH3EV,1257033600
1249,1573300403,"[3, 3]",5,A1ZFJSOOPTLK2I,1279324800
1250,1573300403,"[1, 1]",4,AMBD1QDCZNYUT,1277164800
1251,1573300403,"[2, 4]",5,A2W00XKTTF1G0Z,1024876800
1252,1573300403,"[1, 1]",5,A356C9MWTXHNUM,1251676800
1253,1573300403,"[16, 18]",5,A2ZZHMT58ZMVCZ,1247356800
1254,1573300403,"[31, 44]",5,A3AYDEWU1EPF15,956016000
1255,1573300403,"[4, 4]",4,AX74L612G6TPW,1247788800
1256,1573300403,"[0, 0]",4,A21P4XMS67A09G,1393891200
1257,1573300403,"[0, 2]",3,A1V9GNE0K4NM7R,1249257600
1258,1573300403,"[1, 1]",5,A19Z4IUWA80RET,1273536000
1259,1573300403,"[2, 3]",4,A2UMYNRZJU120Y,1015027200
1260,1573300403,"[7, 15]",5,A9Q28YTLYREO7,1167004800
1261,1573300403,"[0, 0]",5,A3VIG66MDXGABC,1252713600
1262,1573300403,"[0, 0]",5,A2FL6M7TGYL3B7,1252713600
1263,1573300403,"[1, 1]",5,A1QDVPNND2FGLO,1300838400
1264,1573300403,"[16, 19]",3,A20SUOCIRKT2QM,1250035200
1265,1573300403,"[8, 20]",3,A1B2MF00TB0ECG,999820800
1266,1573300403,"[2, 7]",4,A2W7JA1HUK5YYQ,1016755200
1267,1573300403,"[23, 37]",2,A3U3W7URZU9259,991612800
1268,1573300403,"[1, 1]",5,A2PSJH87C0N6WX,1250640000
1269,1573300403,"[1, 1]",5,A2773DHFJWSBBZ,1250121600
1270,1573300403,"[1, 1]",5,A2UKRRL0F6VAXR,1256083200
1271,1573300403,"[1, 2]",5,A9TCZP5ECHW2L,979257600
1272,1573300403,"[0, 0]",5,A1X0CA0OIWGZ08,1384128000
1273,1573300403,"[3, 4]",4,A2D63SHGFMPNK6,1248134400
1274,1573300403,"[1, 1]",5,A3Y0OH5JSELCH,1252627200
1275,1573300411,"[1, 3]",5,A1WPP9OCQK6MGZ,1031875200
1276,1573300411,"[1, 5]",3,A1EI65WJC85U68,1048204800
1277,1573300411,"[0, 0]",4,A30T36G88X4RLG,957225600
1278,1573300411,"[0, 0]",5,ABRSKB9S13Q6B,1376092800
1279,1573300411,"[0, 0]",3,A16HM5IJDLDQOP,1350259200
1280,1573300411,"[1, 2]",1,A20DZX38KRBIT8,1273449600
1281,1573300411,"[1, 11]",2,A27LE5555J8X0I,1026086400
1282,1573300411,"[0, 0]",5,A2FOTOS0E5GS7M,1293840000
1283,1573300411,"[0, 0]",3,AEMC16IPBZORW,1249257600
1284,1573300411,"[1, 3]",4,AWWN9XK9AHTG5,1033516800
1285,1573300411,"[5, 10]",1,A1MHTHU9A6OFN3,1128643200
1286,1573300411,"[4, 5]",2,A2ETOAS6G0PEKM,963446400
1287,1573300411,"[3, 3]",1,A3QSTU2QGM694P,1257379200
1288,1573300411,"[32, 37]",1,A39S9XEW3ESL1,1072569600
1289,1573300411,"[1, 7]",1,A8W9Q9K0TCVKT,1042848000
1290,1573300411,"[1, 5]",5,A3D2VIUT2HWP0Z,1099526400
1291,1573300411,"[2, 3]",1,A3IJ53BN7B4URW,1283644800
1292,1573300411,"[4, 4]",5,A3P81N48BDEYVK,1016841600
1293,157330042X,"[0, 0]",5,A1EYOP8HT05KV7,1366934400
1294,157330042X,"[1, 1]",5,A2O76HIPYPV1TZ,1206057600
1295,157330042X,"[1, 1]",5,A3KUSU3STS5YWH,1219708800
1296,157330042X,"[0, 0]",4,A21I62TCDL4754,1316476800
1297,157330042X,"[7, 15]",2,A2ASIT0JYIGHTA,1075075200
1298,157330042X,"[7, 7]",2,A306OBIN3PR1KP,920937600
1299,1573300438,"[5, 6]",5,A16028DN1KQTEH,1057622400
1300,1573300438,"[6, 7]",5,A205MRO38VT8PF,1114128000
1301,1573300438,"[0, 0]",5,A2UE2Z9GPKG911,976233600
1302,1573300438,"[4, 4]",5,A3A6HRZI3HGKTQ,1076112000
1303,1573300438,"[15, 16]",4,A2W97CO9O93HTA,974937600
1304,1573300438,"[1, 2]",5,A8KIN8ZREYWZ,1116201600
1305,1573300438,"[1, 1]",5,A14GK0E64J0WAS,1243209600
1306,1573300438,"[1, 5]",5,A2BNZCZM8Z1BX6,1112486400
1307,1573300470,"[0, 0]",5,A2582KMXLK2P06,1162080000
1308,1573300470,"[0, 0]",3,AVEII5ZRDJ3MT,1350864000
1309,1573300470,"[0, 0]",5,A3MUHYO2TXF59I,1356480000
1310,1573300470,"[13, 18]",2,A1E1L3HSLRS062,1080518400
1311,1573300470,"[0, 0]",5,A2TRR8VUVHWTM1,1350432000
1312,1573300470,"[19, 20]",5,A3J4PS26Q3UHO3,1080604800
1313,1573300489,"[0, 0]",5,A8VUBAOO2I0ON,1376956800
1314,1573300489,"[4, 6]",4,A2SXAU1KNMOV2Z,927417600
1315,1573300489,"[2, 2]",5,A3PWF2AQ5XYALW,1109203200
1316,1573300489,"[35, 41]",4,A15Y2FQ5WNR63Y,1026086400
1317,1573300489,"[1, 1]",5,A1PPLI6JONWUKD,914803200
1318,1573300489,"[15, 15]",5,AZFX7FLEHCWXM,961113600
1319,1573300489,"[0, 0]",4,A4ZWHO6LVIUK3,1309910400
1320,1573300489,"[36, 40]",4,A1V9VW14946PNC,1010275200
1321,1573300497,"[1, 11]",4,A3LB4QV4PA8E66,1074643200
1322,1573300497,"[3, 3]",4,A3M97WKI0FP3JF,963619200
1323,1573300497,"[45, 45]",4,A3UGLMD1GKIZGR,1053302400
1324,1573300497,"[0, 0]",4,AISKF2I1CC5BY,1015286400
1325,1573300497,"[0, 0]",4,A1B5VH79ZIKCC4,1386979200
1326,1573300497,"[0, 0]",5,A1GA8L6GX4KI0P,1348444800
1327,1573300497,"[0, 0]",5,A2UMYNRZJU120Y,1015113600
1328,1573300497,"[0, 0]",5,AL7LEBKKW8XCC,1021161600
1329,1573300497,"[0, 0]",5,AXF0OX50YZQC6,1032998400
1330,1573300497,"[0, 0]",4,A3R8PXSFGY9MC2,1294704000
1331,1573300497,"[0, 0]",5,A2TZKXU6Q0EDNP,1101254400
1332,1573300497,"[0, 5]",4,A3DSFGCB824EQ,944784000
1333,1573300497,"[4, 4]",5,A2CB15XC5PE9VU,1103673600
1334,157330056X,"[10, 12]",5,A3GGZVR1I4U907,1065312000
1335,157330056X,"[10, 11]",4,A1EVUESYPSHTCF,1001721600
1336,157330056X,"[2, 142]",1,A2EFF46KXF3L2K,1095033600
1337,157330056X,"[19, 20]",5,A2WUFJHFZU7TZ5,1017792000
1338,157330056X,"[5, 5]",5,ADES8B01WRPI3,1198800000
1339,157330056X,"[1, 1]",5,A2EZNERVJW3WR4,996364800
1340,157330056X,"[3, 3]",5,AMPW2XLJQISVZ,1178582400
1341,157330056X,"[2, 2]",5,A39CX0EE4BZCZC,1189209600
1342,157330056X,"[0, 0]",5,A2ZO5TLW3DRLUE,1394236800
1343,157330056X,"[1, 1]",5,AR0CGTQ99ZEZ9,1249430400
1344,157330056X,"[0, 0]",5,A2RWGW6TGUX7E5,1281139200
1345,157330056X,"[12, 14]",3,A2HWD9PTM7RBXN,1036454400
1346,157330056X,"[3, 3]",5,A1EZHHHUFALJUQ,1094860800
1347,157330056X,"[2, 2]",5,A3G8JAOMNY5V4E,1094774400
1348,157330056X,"[0, 0]",5,AR6BSM7BYQG8C,962841600
1349,157330056X,"[4, 5]",5,A1ULDQ0JVRSG16,1124841600
1350,157330056X,"[0, 0]",5,A307I2GAQLUUMC,1392336000
1351,157330056X,"[75, 80]",3,A3IKLE4JAIWMRS,1050537600
1352,157330056X,"[1, 3]",5,AAG1G1VAIQJIT,1164067200
1353,157330056X,"[0, 0]",5,A4F9P9ZRYHLVB,1070236800
1354,157330056X,"[0, 0]",5,AW56NJBBORXIN,1385683200
1355,157330056X,"[1, 1]",5,A11Q1MDPKA73Z6,1111622400
1356,157330056X,"[0, 0]",5,A2H40DQ56CGUYZ,1228521600
1357,157330056X,"[1, 1]",5,A19LC9YMO9Z580,1283126400
1358,157330056X,"[2, 2]",5,A3K387BSYCYTKD,1201478400
1359,157330056X,"[1, 1]",5,A3GNZUE5BIH395,1330473600
1360,157330056X,"[2, 2]",4,ASO2SFIVJANEY,1140220800
1361,157330056X,"[0, 5]",5,A124PBRAWEM6T4,1313193600
1362,157330056X,"[3, 3]",5,A1UIAWRBO3IPIB,1070582400
1363,157330056X,"[0, 0]",3,A1IMQL0J0PTLEI,1327708800
1364,157330056X,"[51, 57]",5,A3SAU1A0IEYDNX,987984000
1365,1573300780,"[5, 5]",4,A3QADD5SXAQYH2,1025049600
1366,1573300780,"[0, 1]",2,A2BJAET1P9QUGZ,1266278400
1367,1573300780,"[1, 1]",3,A31KXTOQNTWUVM,1374278400
1368,1573300780,"[0, 0]",5,A1HNLHYCYQPWAI,1204502400
1369,1573300780,"[0, 0]",1,A604OWAPBR2TL,1317254400
1370,1573300780,"[1, 1]",5,A2FOTOS0E5GS7M,1166486400
1371,1573300780,"[8, 8]",1,A271KAH1SN42C8,1156032000
1372,1573300780,"[0, 0]",3,AR6BSM7BYQG8C,1301702400
1373,1573300780,"[4, 4]",1,A2M7BMDU8BPXYN,1067731200
1374,1573300780,"[0, 0]",2,A36KA4FVV10HDC,1242086400
1375,157330087X,"[0, 0]",5,A3SWS601RUIKWN,1367971200
1376,157330087X,"[42, 48]",4,A3FVAWZNKW9GX,1023926400
1377,157330087X,"[0, 0]",4,AURSV0GUZ1DN4,1355961600
1378,157330087X,"[0, 0]",5,A2AET7KY1X17FN,1363564800
1379,157330087X,"[0, 0]",5,AQK01UMFP9MND,1368576000
1380,157330087X,"[1, 1]",5,A2RWGW6TGUX7E5,1237420800
1381,157330087X,"[0, 0]",5,A1YBV46B9CMWCU,1379980800
1382,157330087X,"[0, 0]",5,A3B9QH2N3S4GM3,1375142400
1383,157330087X,"[3, 3]",5,AUCPEVMDI046W,1231977600
1384,157330087X,"[0, 0]",5,A3HUOADU4X44NE,1381190400
1385,157330087X,"[46, 46]",5,A2UWVV3AV2VQSL,919468800
1386,157330087X,"[0, 0]",3,AYH94PXKD5UI1,1177632000
1387,1573300934,"[0, 2]",3,AGEIT17HENDIS,1218758400
1388,1573300934,"[5, 7]",5,AL9P13WB6L9PQ,1059264000
1389,1573300934,"[0, 0]",5,A2UC860SEHTGYP,994118400
1390,1573300934,"[0, 0]",5,A1534MBU6VJXYN,1362096000
1391,1573300934,"[12, 13]",5,ALR35EFI69S5R,1076630400
1392,1573300934,"[0, 0]",5,AURZY0T4LDLK1,991267200
1393,1573300934,"[0, 0]",5,A1AOBHCE2QIYYP,983577600
1394,1573300934,"[1, 1]",5,A1ADONBURVW3BX,980121600
1395,1573300934,"[1, 1]",3,A39CX0EE4BZCZC,1235692800
1396,1573300934,"[0, 0]",3,A2SXAU1KNMOV2Z,927417600
1397,1573300934,"[1, 2]",5,A14SPNJ9UVG42,946512000
1398,1573300934,"[1, 1]",5,A2C7BOQVFH1HLE,1219017600
1399,1573300934,"[16, 17]",5,A3HAH3QX7FS1WH,998956800
1400,1573300934,"[1, 1]",5,AB1VQTK9P6ZR8,998611200
1401,1573300934,"[1, 1]",5,AZX8OSW9W9JKV,1007078400
1402,1573300934,"[0, 0]",5,AR6BSM7BYQG8C,962841600
1403,1573300934,"[1, 22]",1,A1SZ0KEQ57A1E8,1047168000
1404,1573300934,"[4, 4]",5,A1TFSMCYA2F2VK,1054771200
1405,1573300934,"[1, 1]",5,A29BI384NXAPQO,1214956800
1406,1573300934,"[1, 1]",5,A29828O1G1W7B6,991094400
1407,1573300934,"[0, 0]",4,A3FCG6FV6KL23H,1182902400
1408,1573300934,"[4, 4]",4,A38PH87F2DLJ6S,1114041600
1409,1573300934,"[23, 24]",5,A1I7CAEASOY6Y4,962928000
1410,1573300934,"[0, 0]",5,A3QLAOOTFEHCJI,1342396800
1411,1573300934,"[2, 2]",4,A2OVR63TMZ8FJJ,995414400
1412,1573300934,"[3, 3]",5,A3HREQMG17BUWQ,1070496000
1413,1573300934,"[2, 4]",5,A2XNNYXYG0TRN9,1008806400
1414,1573300934,"[0, 0]",5,A2OTEOJAAK495Q,1188777600
1415,1573300934,"[1, 1]",5,A32C3T5RQ6P8QT,1256774400
1416,1573300934,"[1, 1]",4,A2ASIT0JYIGHTA,1070323200
1417,1573301043,"[4, 5]",5,AS2TY4TIZTX5T,1158019200
1418,1573301043,"[33, 33]",5,AE42JLYPXUI45,1072137600
1419,1573301043,"[6, 6]",5,A3ROZK0G84RGMZ,1173571200
1420,1573301043,"[0, 0]",4,A1CLVONY0Z0UKO,1070409600
1421,1573301043,"[3, 6]",3,A2VF6S2V0BTI34,1134950400
1422,1573301043,"[15, 33]",5,A3P3EB8WM7O51I,1032307200
1423,1573301043,"[6, 13]",5,A329U9CDUPKXAC,960422400
1424,1573301043,"[3, 3]",4,A2W7JA1HUK5YYQ,1016668800
1425,1573301043,"[7, 12]",5,A2E4FD2XVYEXKZ,1016582400
1426,1573301043,"[1, 2]",4,A2SCYE452BZPNM,1045180800
1427,1573301108,"[10, 10]",5,A231ZCJGWZA38A,955929600
1428,1573301108,"[1, 4]",1,A2FAHMANPLAW9K,1128211200
1429,1573301108,"[14, 14]",5,A3K3KSSCPHBTPV,947030400
1430,1573301108,"[0, 0]",5,ADS58L3KGGL4T,1217289600
1431,1573301108,"[3, 3]",5,A266S48N5Y6BU5,1056499200
1432,1573301116,"[2, 4]",4,A2B7VCMPF99WFG,1031616000
1433,1573301116,"[20, 20]",5,A8TM0MI3D9T29,1135296000
1434,1573301116,"[1, 2]",4,A12SX8D30RZ6QF,1082505600
1435,1573301116,"[2, 24]",1,A2FOTOS0E5GS7M,1166832000
1436,1573301116,"[0, 0]",5,A1SHIUVOIHSZJO,1384905600
1437,1573301116,"[1, 1]",5,A2JTCIWD50EG4B,958348800
1438,1573301116,"[9, 10]",3,A35NNTCEI8T8XQ,1066003200
1439,1573301116,"[2, 3]",4,A316COGDOL9D1L,1117324800
1440,1573301116,"[4, 7]",5,A30FTDHX23VCAE,1034640000
1441,1573301116,"[0, 1]",4,AZN9SW5QAIR7C,1010880000
1442,1573301116,"[0, 0]",4,A3I9EOGDL26FKA,1328486400
1443,1573301116,"[3, 4]",5,ABG9JO9LBSKF2,1086220800
1444,1573301116,"[14, 19]",5,A1S5B32WYMEE44,1032998400
1445,1573301116,"[0, 2]",2,A1BYT2M9BZZ1UF,951696000
1446,1573301183,"[4, 4]",5,AZSN1TO0JI87B,1271635200
1447,1573301183,"[2, 2]",5,A3Q7HMMFB96ATK,1054857600
1448,1573301183,"[0, 0]",5,A3IETUG7CNRJGE,1179619200
1449,1573301183,"[1, 1]",5,A1QA3RLBL3M19S,1267056000
1450,1573301183,"[4, 4]",5,AX3O3ANDPKDIF,1109376000
1451,1573301183,"[2, 2]",5,A8TM0MI3D9T29,1133481600
1452,1573301183,"[5, 6]",5,A3HFTLYZ7YYPK5,1075075200
1453,1573301183,"[16, 16]",5,A2IHEGJU9P8O1S,1081296000
1454,1573301183,"[35, 38]",5,A17VI5JKD3AQFH,1074124800
1455,1573301183,"[1, 6]",5,A30LQLFU8JFDPM,1132185600
1456,1573301183,"[0, 0]",5,A1L2G2QBRMJS5B,1128902400
1457,1573301183,"[1, 1]",5,A1C05GWOEZYX0P,1304294400
1458,1573301183,"[2, 2]",5,A2K150EBPF8LT7,1147910400
1459,1573301183,"[4, 4]",5,A1WN7Y941KA2SS,1072137600
1460,1573301183,"[2, 2]",5,A262TFY27XMQS3,1189123200
1461,1573301183,"[2, 2]",5,ABM3GNFPR9US5,1153008000
1462,1573301183,"[1, 2]",5,A1P3YEGLIA1AD1,1130025600
1463,1573301183,"[2, 12]",3,AYUFQY3XG4ZBR,1042588800
1464,1573301183,"[4, 4]",5,A34D06JL7LC6MU,1152403200
1465,1573301183,"[3, 4]",5,A2JJCTLJPWJF52,1136160000
1466,1573301183,"[8, 9]",5,A2GPUFRP0HV6XW,999043200
1467,1573301183,"[2, 2]",5,A1WF9Z0QODSSXK,1152576000
1468,1573301183,"[1, 1]",5,A3FTNZ3D29NTQC,1392076800
1469,1573301183,"[2, 2]",5,AUK9KFBU36FDV,1304121600
1470,1573301183,"[0, 2]",4,A1W99SCJ7LG33G,1357862400
1471,1573301183,"[3, 19]",3,A2JT5X557H8JWX,1034640000
1472,1573301183,"[2, 4]",5,A8ZP6CFIPWUYN,1088294400
1473,1573301183,"[1, 2]",5,A1Y4OAEVVEMNFE,1330646400
1474,1573301183,"[60, 61]",5,AJKWF4W7QD4NS,1073347200
1475,1573301183,"[1, 1]",5,A26RF3FZZDZ0I9,1386979200
1476,1573301183,"[1, 1]",5,AYH94PXKD5UI1,1315267200
1477,1573301183,"[1, 2]",5,AAOBSTPSBO2JS,1030492800
1478,1573301183,"[2, 2]",5,A31B5LVOL4YP37,1140652800
1479,1573301183,"[2, 2]",5,A1S1KD13WDD7OA,1356566400
1480,1573301183,"[2, 10]",4,A35I240JGS6LM0,1056931200
1481,1573301183,"[1, 1]",5,A25PM9JGHPU8EI,1104278400
1482,1573301310,"[0, 0]",5,A7LCBI9AKZKS6,1392768000
1483,1573301310,"[9, 11]",5,AR3BZOTB7IY78,1114128000
1484,1573301310,"[0, 0]",5,A2UGMJM4G0JR4Z,1360368000
1485,1573301310,"[38, 39]",5,A23DFB8IUTIZM0,914803200
1486,1573301310,"[2, 2]",5,A3JV7KL1ECLZB8,1343520000
1487,1573301310,"[2, 3]",5,AKT8TGIT6VVZ5,1177891200
1488,1573301310,"[23, 27]",5,A34ECMBIWYD4QH,953251200
1489,1573301310,"[1, 1]",5,A2KI1SGCZT2OEI,1357171200
1490,1573301310,"[4, 5]",5,AQCJB67784DYU,1136073600
1491,1573301310,"[1, 1]",5,A2MSPXKJIY6CJV,1291680000
1492,1573301329,"[5, 7]",3,A2Z379ES750ZRY,969840000
1493,1573301329,"[6, 8]",3,AIO0HSXWN13NK,1039132800
1494,1573301329,"[0, 0]",5,A2UGMJM4G0JR4Z,1361491200
1495,1573301329,"[16, 18]",5,A23DFB8IUTIZM0,962236800
1496,1573301329,"[5, 21]",3,A25LREZ1IMRVCU,1036022400
1497,1573301329,"[8, 9]",5,A5NEBUYIZ2UA9,921369600
1498,1573301329,"[2, 2]",5,A2WEMUBCZFGODD,1233446400
1499,1573301329,"[8, 9]",3,A1MF0Y0FWTGTV3,975024000
1500,1573301329,"[8, 11]",5,A2Z02YC1EFTQ1T,960249600
1501,1573301329,"[9, 13]",3,AUTQ52YX59A6C,978393600
1502,1573301329,"[2, 2]",2,A1FPHI7OOOBH1T,1334016000
1503,1573301329,"[3, 4]",5,AQQLWCMRNDFGI,1190505600
1504,1573301353,"[2, 4]",4,A7C066K1OXO13,1194048000
1505,1573301353,"[47, 51]",5,A34ECMBIWYD4QH,952732800
1506,1573301353,"[8, 9]",5,A3T3KPW2QE866W,1160179200
1507,1573301353,"[1, 1]",5,A2BL45TYLYVIWG,1364860800
1508,1573301353,"[6, 13]",4,A2Z02YC1EFTQ1T,960595200
1509,1573301353,"[3, 7]",5,A2L8OMAN4V00SN,1116633600
1510,1573301353,"[17, 17]",5,A3NW796RROIEXZ,1077580800
1511,1573301353,"[3, 6]",3,A1FPHI7OOOBH1T,1336435200
1512,1573301469,"[0, 0]",5,AS5JFI2WIEVGT,1405468800
1513,1573301469,"[0, 0]",5,A1FBCIKWWUHFCE,1355184000
1514,1573301469,"[13, 13]",5,A3KF4IP2MUS8QQ,1070323200
1515,1573301469,"[7, 8]",5,A281NPSIMI1C2R,1045699200
1516,1573301469,"[6, 7]",5,A35O0A08A6SDZR,959040000
1517,1573301469,"[2, 2]",5,AICRBEVSE52T2,1184371200
1518,1573301469,"[5, 5]",5,A306OBIN3PR1KP,940291200
1519,1573301507,"[0, 0]",1,A2PV6GK1HV54Y9,1210982400
1520,1573301507,"[15, 17]",5,A12K8CO2WNKA5,1099958400
1521,1573301507,"[0, 0]",5,AX3Z95IPNLK0S,960681600
1522,1573301507,"[0, 0]",5,A29M04XPEXEJLE,1207267200
1523,1573301507,"[10, 12]",2,A1L8IB1K8ETJW9,995846400
1524,1573301507,"[1, 2]",4,A3RC3AK8UN89I9,990316800
1525,1573301507,"[2, 2]",5,A3ROZK0G84RGMZ,1151366400
1526,1573301507,"[0, 0]",4,A2ULSA0IRUE09E,1196812800
1527,1573301507,"[1, 1]",4,A2O76HIPYPV1TZ,1206057600
1528,1573301507,"[2, 2]",5,A2XCH38VXJF090,963964800
1529,1573301507,"[3, 8]",3,A3FJFROA7UVGAS,1030233600
1530,1573301507,"[6, 11]",1,A306OBIN3PR1KP,926467200
1531,1573301604,"[0, 0]",5,AVGZVYM0JINA8,1396742400
1532,1573301604,"[1, 1]",5,A2MPZNQ21HHZLH,1360108800
1533,1573301604,"[1, 1]",5,A08624413RMT9Y6WDSCX9,1351382400
1534,1573301604,"[12, 13]",5,A1LDIMQISH07WK,1015027200
1535,1573301604,"[0, 0]",5,A3S78KBAE6O5FH,1386288000
1536,157330574X,"[4, 7]",1,A31R7SO1NATXVZ,1029715200
1537,157330574X,"[0, 1]",5,A3MD3EWWMZPRVO,1045094400
1538,157330574X,"[4, 5]",3,A3QMA1U2R6WUEB,1014076800
1539,157330574X,"[0, 0]",3,A1X4JO8EJ1U5BR,1377648000
1540,157330574X,"[20, 25]",5,A1AN6YIX1JTVJE,1018137600
1541,157330574X,"[0, 1]",5,A3F5JV08JUY06C,988588800
1542,157330574X,"[1, 2]",4,AB2AQMK9PCWWX,1010966400
1543,1573306894,"[5, 5]",4,A2EL3990HXOMZB,1050796800
1544,1573306894,"[0, 1]",4,A1HG2DOSBZEX4I,1232755200
1545,1573306894,"[1, 2]",5,ALKO7UQA0RJAL,1011052800
1546,1573306894,"[6, 6]",4,A2S02XWWNNHUIX,963964800
1547,1573306894,"[0, 0]",5,A3QS4WWC1LCA6H,1225584000
1548,1573306894,"[0, 0]",3,A34ZAYTNP67S83,999475200
1549,1573306894,"[3, 3]",5,A27ZKSOUX693BH,1024963200
1550,1573306894,"[2, 2]",5,AC51D84J636F,1141862400
1551,1573306894,"[2, 2]",5,A2U9BAU6HS1NIO,956880000
1552,1573306894,"[0, 1]",5,A9Q28YTLYREO7,1047427200
1553,1573306894,"[2, 3]",4,AHUT55E980RDR,1029888000
1554,1573306894,"[3, 3]",5,A1D44YT0P8Q8XL,1158883200
1555,1573306894,"[0, 0]",4,A6FIAB28IS79,1318291200
1556,1573306894,"[0, 0]",5,A3GX2EHRWPWSWE,1182124800
1557,1573306894,"[2, 2]",3,A326R2P2MC732S,990230400
1558,1573306932,"[1, 1]",4,AJ8CBMFSPRKQU,1250553600
1559,1573306932,"[0, 1]",5,A3VZVYWCTGIEV0,1281744000
1560,1573306932,"[0, 0]",5,AR2O8L6WDTZGM,1392076800
1561,1573306932,"[1, 1]",5,AV9ZZHOYY3IWD,1024790400
